,Symb,Exch,Y_symb,G_symb,G_URL,Y_URL
525,BSRT,LSE,BSRT.L,LON:BSRT,https://www.google.com/finance?q=LON:BSRT,"http://finance.yahoo.com/echarts?s=BSRT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
526,BSV,LSE,BSV.L,LON:BSV,https://www.google.com/finance?q=LON:BSV,"http://finance.yahoo.com/echarts?s=BSV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
527,BT.A,LSE,BT.A.L,LON:BT.A,https://www.google.com/finance?q=LON:BT.A,"http://finance.yahoo.com/echarts?s=BT.A.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
528,BTEM,LSE,BTEM.L,LON:BTEM,https://www.google.com/finance?q=LON:BTEM,"http://finance.yahoo.com/echarts?s=BTEM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
529,BTG,LSE,BTG.L,LON:BTG,https://www.google.com/finance?q=LON:BTG,"http://finance.yahoo.com/echarts?s=BTG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
530,BULL,LSE,BULL.L,LON:BULL,https://www.google.com/finance?q=LON:BULL,"http://finance.yahoo.com/echarts?s=BULL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
531,BULP,LSE,BULP.L,LON:BULP,https://www.google.com/finance?q=LON:BULP,"http://finance.yahoo.com/echarts?s=BULP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
532,BUPF,LSE,BUPF.L,LON:BUPF,https://www.google.com/finance?q=LON:BUPF,"http://finance.yahoo.com/echarts?s=BUPF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
533,BUR,LSE,BUR.L,LON:BUR,https://www.google.com/finance?q=LON:BUR,"http://finance.yahoo.com/echarts?s=BUR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
534,BUR1,LSE,BUR1.L,LON:BUR1,https://www.google.com/finance?q=LON:BUR1,"http://finance.yahoo.com/echarts?s=BUR1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
535,BUR2,LSE,BUR2.L,LON:BUR2,https://www.google.com/finance?q=LON:BUR2,"http://finance.yahoo.com/echarts?s=BUR2.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
536,BUT,LSE,BUT.L,LON:BUT,https://www.google.com/finance?q=LON:BUT,"http://finance.yahoo.com/echarts?s=BUT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
537,BUYB,LSE,BUYB.L,LON:BUYB,https://www.google.com/finance?q=LON:BUYB,"http://finance.yahoo.com/echarts?s=BUYB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
538,BVA,LSE,BVA.L,LON:BVA,https://www.google.com/finance?q=LON:BVA,"http://finance.yahoo.com/echarts?s=BVA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
539,BVC,LSE,BVC.L,LON:BVC,https://www.google.com/finance?q=LON:BVC,"http://finance.yahoo.com/echarts?s=BVC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
540,BVIC,LSE,BVIC.L,LON:BVIC,https://www.google.com/finance?q=LON:BVIC,"http://finance.yahoo.com/echarts?s=BVIC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
541,BVM,LSE,BVM.L,LON:BVM,https://www.google.com/finance?q=LON:BVM,"http://finance.yahoo.com/echarts?s=BVM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
542,BVS,LSE,BVS.L,LON:BVS,https://www.google.com/finance?q=LON:BVS,"http://finance.yahoo.com/echarts?s=BVS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
543,BVT,LSE,BVT.L,LON:BVT,https://www.google.com/finance?q=LON:BVT,"http://finance.yahoo.com/echarts?s=BVT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
544,BVXP,LSE,BVXP.L,LON:BVXP,https://www.google.com/finance?q=LON:BVXP,"http://finance.yahoo.com/echarts?s=BVXP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
545,BWNG,LSE,BWNG.L,LON:BWNG,https://www.google.com/finance?q=LON:BWNG,"http://finance.yahoo.com/echarts?s=BWNG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
546,BWRA,LSE,BWRA.L,LON:BWRA,https://www.google.com/finance?q=LON:BWRA,"http://finance.yahoo.com/echarts?s=BWRA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
547,BWSA,LSE,BWSA.L,LON:BWSA,https://www.google.com/finance?q=LON:BWSA,"http://finance.yahoo.com/echarts?s=BWSA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
548,BWY,LSE,BWY.L,LON:BWY,https://www.google.com/finance?q=LON:BWY,"http://finance.yahoo.com/echarts?s=BWY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
549,BXP,LSE,BXP.L,LON:BXP,https://www.google.com/finance?q=LON:BXP,"http://finance.yahoo.com/echarts?s=BXP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
550,BYBG,LSE,BYBG.L,LON:BYBG,https://www.google.com/finance?q=LON:BYBG,"http://finance.yahoo.com/echarts?s=BYBG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
551,BYBU,LSE,BYBU.L,LON:BYBU,https://www.google.com/finance?q=LON:BYBU,"http://finance.yahoo.com/echarts?s=BYBU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
552,BYG,LSE,BYG.L,LON:BYG,https://www.google.com/finance?q=LON:BYG,"http://finance.yahoo.com/echarts?s=BYG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
553,BYOT,LSE,BYOT.L,LON:BYOT,https://www.google.com/finance?q=LON:BYOT,"http://finance.yahoo.com/echarts?s=BYOT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
554,BZM,LSE,BZM.L,LON:BZM,https://www.google.com/finance?q=LON:BZM,"http://finance.yahoo.com/echarts?s=BZM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
555,BZT,LSE,BZT.L,LON:BZT,https://www.google.com/finance?q=LON:BZT,"http://finance.yahoo.com/echarts?s=BZT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
556,C21,LSE,C21.L,LON:C21,https://www.google.com/finance?q=LON:C21,"http://finance.yahoo.com/echarts?s=C21.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
557,C4XD,LSE,C4XD.L,LON:C4XD,https://www.google.com/finance?q=LON:C4XD,"http://finance.yahoo.com/echarts?s=C4XD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
558,CACX,LSE,CACX.L,LON:CACX,https://www.google.com/finance?q=LON:CACX,"http://finance.yahoo.com/echarts?s=CACX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
559,CAD,LSE,CAD.L,LON:CAD,https://www.google.com/finance?q=LON:CAD,"http://finance.yahoo.com/echarts?s=CAD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
560,CADP,LSE,CADP.L,LON:CADP,https://www.google.com/finance?q=LON:CADP,"http://finance.yahoo.com/echarts?s=CADP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
561,CAF,LSE,CAF.L,LON:CAF,https://www.google.com/finance?q=LON:CAF,"http://finance.yahoo.com/echarts?s=CAF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
562,CAF1,LSE,CAF1.L,LON:CAF1,https://www.google.com/finance?q=LON:CAF1,"http://finance.yahoo.com/echarts?s=CAF1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
563,CAKE,LSE,CAKE.L,LON:CAKE,https://www.google.com/finance?q=LON:CAKE,"http://finance.yahoo.com/echarts?s=CAKE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
564,CAL,LSE,CAL.L,LON:CAL,https://www.google.com/finance?q=LON:CAL,"http://finance.yahoo.com/echarts?s=CAL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
565,CAM,LSE,CAM.L,LON:CAM,https://www.google.com/finance?q=LON:CAM,"http://finance.yahoo.com/echarts?s=CAM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
566,CAMB,LSE,CAMB.L,LON:CAMB,https://www.google.com/finance?q=LON:CAMB,"http://finance.yahoo.com/echarts?s=CAMB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
567,CAML,LSE,CAML.L,LON:CAML,https://www.google.com/finance?q=LON:CAML,"http://finance.yahoo.com/echarts?s=CAML.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
568,CAPC,LSE,CAPC.L,LON:CAPC,https://www.google.com/finance?q=LON:CAPC,"http://finance.yahoo.com/echarts?s=CAPC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
569,CAPD,LSE,CAPD.L,LON:CAPD,https://www.google.com/finance?q=LON:CAPD,"http://finance.yahoo.com/echarts?s=CAPD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
570,CAPE,LSE,CAPE.L,LON:CAPE,https://www.google.com/finance?q=LON:CAPE,"http://finance.yahoo.com/echarts?s=CAPE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
571,CAPU,LSE,CAPU.L,LON:CAPU,https://www.google.com/finance?q=LON:CAPU,"http://finance.yahoo.com/echarts?s=CAPU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
572,CAR,LSE,CAR.L,LON:CAR,https://www.google.com/finance?q=LON:CAR,"http://finance.yahoo.com/echarts?s=CAR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
573,CARB,LSE,CARB.L,LON:CARB,https://www.google.com/finance?q=LON:CARB,"http://finance.yahoo.com/echarts?s=CARB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
574,CARD,LSE,CARD.L,LON:CARD,https://www.google.com/finance?q=LON:CARD,"http://finance.yahoo.com/echarts?s=CARD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
575,CARP,LSE,CARP.L,LON:CARP,https://www.google.com/finance?q=LON:CARP,"http://finance.yahoo.com/echarts?s=CARP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
576,CARR,LSE,CARR.L,LON:CARR,https://www.google.com/finance?q=LON:CARR,"http://finance.yahoo.com/echarts?s=CARR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
577,CASE,LSE,CASE.L,LON:CASE,https://www.google.com/finance?q=LON:CASE,"http://finance.yahoo.com/echarts?s=CASE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
578,CASH,LSE,CASH.L,LON:CASH,https://www.google.com/finance?q=LON:CASH,"http://finance.yahoo.com/echarts?s=CASH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
579,CAT,LSE,CAT.L,LON:CAT,https://www.google.com/finance?q=LON:CAT,"http://finance.yahoo.com/echarts?s=CAT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
580,CATC,LSE,CATC.L,LON:CATC,https://www.google.com/finance?q=LON:CATC,"http://finance.yahoo.com/echarts?s=CATC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
581,CATL,LSE,CATL.L,LON:CATL,https://www.google.com/finance?q=LON:CATL,"http://finance.yahoo.com/echarts?s=CATL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
582,CAU,LSE,CAU.L,LON:CAU,https://www.google.com/finance?q=LON:CAU,"http://finance.yahoo.com/echarts?s=CAU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
583,CAY,LSE,CAY.L,LON:CAY,https://www.google.com/finance?q=LON:CAY,"http://finance.yahoo.com/echarts?s=CAY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
584,CAZA,LSE,CAZA.L,LON:CAZA,https://www.google.com/finance?q=LON:CAZA,"http://finance.yahoo.com/echarts?s=CAZA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
585,CB5,LSE,CB5.L,LON:CB5,https://www.google.com/finance?q=LON:CB5,"http://finance.yahoo.com/echarts?s=CB5.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
586,CBE0,LSE,CBE0.L,LON:CBE0,https://www.google.com/finance?q=LON:CBE0,"http://finance.yahoo.com/echarts?s=CBE0.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
587,CBE3,LSE,CBE3.L,LON:CBE3,https://www.google.com/finance?q=LON:CBE3,"http://finance.yahoo.com/echarts?s=CBE3.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
588,CBE7,LSE,CBE7.L,LON:CBE7,https://www.google.com/finance?q=LON:CBE7,"http://finance.yahoo.com/echarts?s=CBE7.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
589,CBG,LSE,CBG.L,LON:CBG,https://www.google.com/finance?q=LON:CBG,"http://finance.yahoo.com/echarts?s=CBG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
590,CBKD,LSE,CBKD.L,LON:CBKD,https://www.google.com/finance?q=LON:CBKD,"http://finance.yahoo.com/echarts?s=CBKD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
591,CBP,LSE,CBP.L,LON:CBP,https://www.google.com/finance?q=LON:CBP,"http://finance.yahoo.com/echarts?s=CBP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
592,CBQS,LSE,CBQS.L,LON:CBQS,https://www.google.com/finance?q=LON:CBQS,"http://finance.yahoo.com/echarts?s=CBQS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
593,CBR1,LSE,CBR1.L,LON:CBR1,https://www.google.com/finance?q=LON:CBR1,"http://finance.yahoo.com/echarts?s=CBR1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
594,CBU0,LSE,CBU0.L,LON:CBU0,https://www.google.com/finance?q=LON:CBU0,"http://finance.yahoo.com/echarts?s=CBU0.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
595,CBU3,LSE,CBU3.L,LON:CBU3,https://www.google.com/finance?q=LON:CBU3,"http://finance.yahoo.com/echarts?s=CBU3.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
596,CBU7,LSE,CBU7.L,LON:CBU7,https://www.google.com/finance?q=LON:CBU7,"http://finance.yahoo.com/echarts?s=CBU7.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
597,CBUY,LSE,CBUY.L,LON:CBUY,https://www.google.com/finance?q=LON:CBUY,"http://finance.yahoo.com/echarts?s=CBUY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
598,CC1U,LSE,CC1U.L,LON:CC1U,https://www.google.com/finance?q=LON:CC1U,"http://finance.yahoo.com/echarts?s=CC1U.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
599,CCAP,LSE,CCAP.L,LON:CCAP,https://www.google.com/finance?q=LON:CCAP,"http://finance.yahoo.com/echarts?s=CCAP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
600,CCAU,LSE,CCAU.L,LON:CCAU,https://www.google.com/finance?q=LON:CCAU,"http://finance.yahoo.com/echarts?s=CCAU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
601,CCC,LSE,CCC.L,LON:CCC,https://www.google.com/finance?q=LON:CCC,"http://finance.yahoo.com/echarts?s=CCC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
602,CCH,LSE,CCH.L,LON:CCH,https://www.google.com/finance?q=LON:CCH,"http://finance.yahoo.com/echarts?s=CCH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
603,CCJI,LSE,CCJI.L,LON:CCJI,https://www.google.com/finance?q=LON:CCJI,"http://finance.yahoo.com/echarts?s=CCJI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
604,CCL,LSE,CCL.L,LON:CCL,https://www.google.com/finance?q=LON:CCL,"http://finance.yahoo.com/echarts?s=CCL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
605,CCP,LSE,CCP.L,LON:CCP,https://www.google.com/finance?q=LON:CCP,"http://finance.yahoo.com/echarts?s=CCP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
606,CCPA,LSE,CCPA.L,LON:CCPA,https://www.google.com/finance?q=LON:CCPA,"http://finance.yahoo.com/echarts?s=CCPA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
607,CCPC,LSE,CCPC.L,LON:CCPC,https://www.google.com/finance?q=LON:CCPC,"http://finance.yahoo.com/echarts?s=CCPC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
608,CCPE,LSE,CCPE.L,LON:CCPE,https://www.google.com/finance?q=LON:CCPE,"http://finance.yahoo.com/echarts?s=CCPE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
609,CCPG,LSE,CCPG.L,LON:CCPG,https://www.google.com/finance?q=LON:CCPG,"http://finance.yahoo.com/echarts?s=CCPG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
610,CCR,LSE,CCR.L,LON:CCR,https://www.google.com/finance?q=LON:CCR,"http://finance.yahoo.com/echarts?s=CCR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
611,CCSL,LSE,CCSL.L,LON:CCSL,https://www.google.com/finance?q=LON:CCSL,"http://finance.yahoo.com/echarts?s=CCSL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
612,CCT,LSE,CCT.L,LON:CCT,https://www.google.com/finance?q=LON:CCT,"http://finance.yahoo.com/echarts?s=CCT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
613,CD6,LSE,CD6.L,LON:CD6,https://www.google.com/finance?q=LON:CD6,"http://finance.yahoo.com/echarts?s=CD6.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
614,CDFF,LSE,CDFF.L,LON:CDFF,https://www.google.com/finance?q=LON:CDFF,"http://finance.yahoo.com/echarts?s=CDFF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
615,CDI,LSE,CDI.L,LON:CDI,https://www.google.com/finance?q=LON:CDI,"http://finance.yahoo.com/echarts?s=CDI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
616,CDIS,LSE,CDIS.L,LON:CDIS,https://www.google.com/finance?q=LON:CDIS,"http://finance.yahoo.com/echarts?s=CDIS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
617,CDOG,LSE,CDOG.L,LON:CDOG,https://www.google.com/finance?q=LON:CDOG,"http://finance.yahoo.com/echarts?s=CDOG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
618,CE01,LSE,CE01.L,LON:CE01,https://www.google.com/finance?q=LON:CE01,"http://finance.yahoo.com/echarts?s=CE01.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
619,CE31,LSE,CE31.L,LON:CE31,https://www.google.com/finance?q=LON:CE31,"http://finance.yahoo.com/echarts?s=CE31.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
620,CE71,LSE,CE71.L,LON:CE71,https://www.google.com/finance?q=LON:CE71,"http://finance.yahoo.com/echarts?s=CE71.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
621,CE9G,LSE,CE9G.L,LON:CE9G,https://www.google.com/finance?q=LON:CE9G,"http://finance.yahoo.com/echarts?s=CE9G.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
622,CE9U,LSE,CE9U.L,LON:CE9U,https://www.google.com/finance?q=LON:CE9U,"http://finance.yahoo.com/echarts?s=CE9U.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
623,CEA1,LSE,CEA1.L,LON:CEA1,https://www.google.com/finance?q=LON:CEA1,"http://finance.yahoo.com/echarts?s=CEA1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
624,CECD,LSE,CECD.L,LON:CECD,https://www.google.com/finance?q=LON:CECD,"http://finance.yahoo.com/echarts?s=CECD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
625,CECL,LSE,CECL.L,LON:CECL,https://www.google.com/finance?q=LON:CECL,"http://finance.yahoo.com/echarts?s=CECL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
626,CEIR,LSE,CEIR.L,LON:CEIR,https://www.google.com/finance?q=LON:CEIR,"http://finance.yahoo.com/echarts?s=CEIR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
627,CEMA,LSE,CEMA.L,LON:CEMA,https://www.google.com/finance?q=LON:CEMA,"http://finance.yahoo.com/echarts?s=CEMA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
628,CEPS,LSE,CEPS.L,LON:CEPS,https://www.google.com/finance?q=LON:CEPS,"http://finance.yahoo.com/echarts?s=CEPS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
629,CER,LSE,CER.L,LON:CER,https://www.google.com/finance?q=LON:CER,"http://finance.yahoo.com/echarts?s=CER.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
630,CES1,LSE,CES1.L,LON:CES1,https://www.google.com/finance?q=LON:CES1,"http://finance.yahoo.com/echarts?s=CES1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
631,CEU,LSE,CEU.L,LON:CEU,https://www.google.com/finance?q=LON:CEU,"http://finance.yahoo.com/echarts?s=CEU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
632,CEU1,LSE,CEU1.L,LON:CEU1,https://www.google.com/finance?q=LON:CEU1,"http://finance.yahoo.com/echarts?s=CEU1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
633,CEUR,LSE,CEUR.L,LON:CEUR,https://www.google.com/finance?q=LON:CEUR,"http://finance.yahoo.com/echarts?s=CEUR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
634,CEUS,LSE,CEUS.L,LON:CEUS,https://www.google.com/finance?q=LON:CEUS,"http://finance.yahoo.com/echarts?s=CEUS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
635,CEY,LSE,CEY.L,LON:CEY,https://www.google.com/finance?q=LON:CEY,"http://finance.yahoo.com/echarts?s=CEY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
636,CFHS,LSE,CFHS.L,LON:CFHS,https://www.google.com/finance?q=LON:CFHS,"http://finance.yahoo.com/echarts?s=CFHS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
637,CFR,LSE,CFR.L,LON:CFR,https://www.google.com/finance?q=LON:CFR,"http://finance.yahoo.com/echarts?s=CFR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
638,CFX,LSE,CFX.L,LON:CFX,https://www.google.com/finance?q=LON:CFX,"http://finance.yahoo.com/echarts?s=CFX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
639,CFYN,LSE,CFYN.L,LON:CFYN,https://www.google.com/finance?q=LON:CFYN,"http://finance.yahoo.com/echarts?s=CFYN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
640,CG1,LSE,CG1.L,LON:CG1,https://www.google.com/finance?q=LON:CG1,"http://finance.yahoo.com/echarts?s=CG1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
641,CGB,LSE,CGB.L,LON:CGB,https://www.google.com/finance?q=LON:CGB,"http://finance.yahoo.com/echarts?s=CGB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
642,CGH,LSE,CGH.L,LON:CGH,https://www.google.com/finance?q=LON:CGH,"http://finance.yahoo.com/echarts?s=CGH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
643,CGI,LSE,CGI.L,LON:CGI,https://www.google.com/finance?q=LON:CGI,"http://finance.yahoo.com/echarts?s=CGI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
644,CGNR,LSE,CGNR.L,LON:CGNR,https://www.google.com/finance?q=LON:CGNR,"http://finance.yahoo.com/echarts?s=CGNR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
645,CGP,LSE,CGP.L,LON:CGP,https://www.google.com/finance?q=LON:CGP,"http://finance.yahoo.com/echarts?s=CGP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
646,CGS,LSE,CGS.L,LON:CGS,https://www.google.com/finance?q=LON:CGS,"http://finance.yahoo.com/echarts?s=CGS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
